id_leitura,datahora,cultura,umidade_solo,temperatura_ar,ph_solo,nitrogenio_n,fosforo_p,potassio_k,valor_ldr,produtividade_t_ha,volume_irrigacao_mm,origem
240,2026-01-06 05:30:00,Milho,59.6,26.3,5.9,64.6,98.7,46.7,1413,16.0,5.3,simulado
241,2026-01-06 06:00:00,Milho,40.6,26.0,7.06,32.7,31.6,69.6,2888,8.41,16.3,simulado
242,2026-01-06 06:30:00,Milho,69.5,17.9,7.34,8.2,0.0,24.4,3244,10.88,0.0,simulado
243,2026-01-06 07:00:00,Milho,12.4,23.0,5.4,35.6,50.2,100.0,766,7.78,30.9,simulado
244,2026-01-06 07:30:00,Milho,14.7,23.7,6.88,63.8,31.5,49.0,2665,6.82,33.1,simulado
245,2026-01-06 08:00:00,Milho,51.0,27.4,5.26,69.5,63.9,72.7,583,12.82,12.1,simulado
246,2026-01-06 08:30:00,Milho,10.5,24.5,6.16,18.1,5.2,15.6,1745,7.93,36.8,real
247,2026-01-06 09:00:00,Milho,65.4,21.8,6.88,38.5,10.3,54.9,2667,12.04,2.4,simulado
248,2026-01-06 09:30:00,Milho,68.5,26.2,6.49,55.4,9.9,30.3,2160,14.98,1.9,simulado
249,2026-01-06 10:00:00,Milho,73.1,21.9,5.7,97.3,60.3,61.8,1157,15.09,0.0,simulado
250,2026-01-06 10:30:00,Milho,74.8,29.0,5.28,32.3,1.7,60.4,619,11.61,0.0,simulado
251,2026-01-06 11:00:00,Milho,21.3,27.2,6.36,70.0,11.6,36.0,1996,7.47,31.4,simulado
252,2026-01-06 11:30:00,Milho,94.3,25.1,5.77,51.8,22.1,33.9,1245,9.08,0.0,simulado
253,2026-01-06 12:00:00,Milho,68.6,24.9,6.19,19.6,33.5,6.5,1783,13.79,0.7,simulado
254,2026-01-06 12:30:00,Milho,77.7,29.7,6.55,6.3,100.0,60.9,2245,11.93,0.0,simulado
255,2026-01-06 13:00:00,Milho,49.0,26.5,5.33,79.0,50.3,32.0,673,11.77,12.6,simulado
256,2026-01-06 13:30:00,Milho,54.0,16.7,6.36,38.2,47.6,66.3,1999,12.5,6.9,simulado
257,2026-01-06 14:00:00,Milho,71.8,28.4,4.52,50.2,10.4,46.4,0,10.88,0.6,simulado
258,2026-01-06 14:30:00,Milho,79.5,23.2,5.29,38.9,37.7,30.4,623,10.12,1.7,simulado
259,2026-01-06 15:00:00,Milho,27.6,29.3,5.85,8.7,24.1,31.4,1337,7.24,28.3,simulado
260,2026-01-06 15:30:00,Milho,49.4,20.4,5.61,0.0,43.7,9.9,1039,9.2,8.5,simulado
261,2026-01-06 16:00:00,Milho,51.5,22.1,6.28,4.0,33.3,49.0,1896,11.32,12.4,simulado
262,2026-01-06 16:30:00,Milho,56.4,27.4,7.15,34.5,48.5,71.9,3004,12.68,8.8,simulado
263,2026-01-06 17:00:00,Milho,99.1,32.9,8.2,45.7,95.3,34.8,4095,5.2,0.0,simulado
264,2026-01-06 17:30:00,Milho,40.1,27.1,5.98,58.9,53.6,50.5,1513,10.43,17.4,simulado
265,2026-01-06 18:00:00,Milho,61.4,29.9,6.91,34.0,6.7,54.1,2696,13.12,6.0,simulado
266,2026-01-06 18:30:00,Milho,51.4,27.7,7.18,97.5,40.5,39.2,3047,11.79,11.1,simulado
267,2026-01-06 19:00:00,Milho,63.3,33.2,6.46,48.7,21.8,45.8,2119,14.14,4.8,simulado
268,2026-01-06 19:30:00,Milho,44.3,30.9,8.03,63.6,48.7,68.5,4095,9.38,18.5,simulado
269,2026-01-06 20:00:00,Milho,100.0,24.1,6.29,36.5,87.0,58.3,1912,8.95,0.0,simulado
270,2026-01-06 20:30:00,Milho,8.4,25.7,4.62,32.6,7.8,76.5,0,4.9,36.4,simulado
271,2026-01-06 21:00:00,Milho,84.1,14.4,5.89,15.5,45.9,28.1,1391,8.92,0.4,simulado
272,2026-01-06 21:30:00,Milho,28.0,23.8,5.76,58.8,55.6,35.7,1225,7.78,26.4,simulado
273,2026-01-06 22:00:00,Milho,68.9,26.1,6.44,61.7,94.2,60.1,2099,15.66,1.5,simulado
274,2026-01-06 22:30:00,Milho,47.1,28.0,6.05,41.0,53.4,21.4,1602,10.15,14.9,simulado
275,2026-01-06 23:00:00,Milho,31.7,20.3,6.81,38.6,54.4,50.9,2573,6.89,19.4,simulado
276,2026-01-06 23:30:00,Milho,29.7,27.2,5.9,27.1,61.3,31.9,1410,7.62,25.6,simulado
277,2026-01-07 00:00:00,Milho,41.2,24.0,4.86,100.0,50.1,55.6,78,8.33,15.5,simulado
278,2026-01-07 00:30:00,Milho,61.9,31.1,7.09,39.0,43.6,43.8,2931,13.02,4.1,simulado
279,2026-01-07 01:00:00,Milho,49.4,17.6,5.87,78.2,34.0,84.3,1374,12.14,9.7,simulado
280,2026-01-07 01:30:00,Milho,100.0,30.1,5.86,18.2,80.3,27.2,1351,7.58,0.0,simulado
281,2026-01-07 02:00:00,Milho,40.1,30.4,6.45,38.0,56.2,52.3,2116,9.71,20.3,simulado
282,2026-01-07 02:30:00,Milho,36.2,24.3,5.15,25.6,41.9,76.2,451,7.38,20.0,simulado
283,2026-01-07 03:00:00,Milho,63.4,24.2,6.53,53.4,31.6,84.6,2215,15.75,3.5,simulado
284,2026-01-07 03:30:00,Milho,36.8,33.4,7.11,100.0,55.0,66.2,2958,8.91,24.0,simulado
285,2026-01-07 04:00:00,Milho,55.7,36.0,6.08,59.9,36.5,9.5,1637,12.89,10.6,simulado
286,2026-01-07 04:30:00,Milho,19.8,13.8,4.58,67.9,50.1,84.7,0,5.22,22.5,simulado
287,2026-01-07 05:00:00,Milho,34.0,32.1,7.69,88.0,35.4,53.2,3692,6.12,25.3,simulado
288,2026-01-07 05:30:00,Milho,87.5,21.3,4.72,88.6,50.7,58.4,0,9.59,3.2,simulado
289,2026-01-07 06:00:00,Milho,86.9,24.7,4.46,40.3,19.7,35.2,0,8.28,0.0,simulado
290,2026-01-07 06:30:00,Milho,77.4,33.5,5.49,23.7,76.2,74.3,884,11.09,0.0,simulado
291,2026-01-07 07:00:00,Milho,85.1,16.7,7.02,58.8,69.0,6.2,2839,8.54,0.7,simulado
292,2026-01-07 07:30:00,Milho,57.6,31.4,5.92,34.5,78.4,87.4,1430,14.8,8.2,simulado
293,2026-01-07 08:00:00,Milho,53.2,23.2,4.9,57.8,62.3,49.2,129,11.58,9.1,simulado
294,2026-01-07 08:30:00,Milho,29.0,23.0,6.48,30.6,43.2,28.6,2145,6.95,21.3,simulado
295,2026-01-07 09:00:00,Milho,74.2,29.6,5.24,71.2,78.2,36.8,564,13.7,0.0,simulado
296,2026-01-07 09:30:00,Milho,17.5,26.8,6.1,38.1,62.2,43.4,1667,8.33,34.0,simulado
297,2026-01-07 10:00:00,Milho,22.1,23.1,7.11,50.8,49.9,63.8,2953,6.71,28.0,simulado
298,2026-01-07 10:30:00,Milho,36.0,30.0,6.7,34.3,34.4,78.7,2431,8.36,22.6,simulado
299,2026-01-07 11:00:00,Milho,66.5,24.4,5.42,85.7,8.7,45.5,787,14.17,3.5,simulado
300,2026-01-07 11:30:00,Milho,64.9,29.7,6.44,33.1,58.1,96.3,2093,15.55,3.9,simulado
301,2026-01-07 12:00:00,Milho,48.3,36.1,4.86,7.3,31.8,33.4,77,7.58,17.0,simulado
302,2026-01-07 12:30:00,Milho,52.5,22.1,4.83,52.2,58.8,60.5,44,11.25,10.1,simulado
303,2026-01-07 13:00:00,Milho,67.4,26.6,5.47,79.9,61.0,37.9,863,15.79,2.4,simulado
304,2026-01-07 13:30:00,Milho,69.0,30.6,4.2,34.8,23.5,85.3,0,11.32,1.9,simulado
305,2026-01-07 14:00:00,Milho,47.0,29.9,6.78,90.0,88.2,94.8,2534,12.46,15.2,simulado
306,2026-01-07 14:30:00,Milho,42.1,28.7,5.85,100.0,33.8,13.9,1343,11.45,16.9,simulado
307,2026-01-07 15:00:00,Milho,92.0,21.1,6.03,11.6,16.4,60.5,1571,8.98,0.0,simulado
308,2026-01-07 15:30:00,Milho,60.0,28.0,7.49,55.4,36.7,7.3,3448,11.86,5.0,simulado
309,2026-01-07 16:00:00,Milho,71.5,26.4,5.67,93.1,39.1,42.1,1117,15.0,0.6,simulado
310,2026-01-07 16:30:00,Milho,40.6,30.2,5.55,24.4,95.4,24.7,965,8.1,19.6,simulado
311,2026-01-07 17:00:00,Milho,73.1,32.8,6.78,47.0,49.2,62.3,2538,12.88,0.0,simulado
312,2026-01-07 17:30:00,Milho,79.0,40.0,4.93,87.7,30.4,84.0,166,11.01,0.0,simulado
313,2026-01-07 18:00:00,Milho,69.9,24.5,7.64,34.9,14.3,17.7,3634,11.37,0.3,simulado
314,2026-01-07 18:30:00,Milho,55.7,28.8,5.37,54.3,60.1,0.5,727,13.12,8.0,simulado
315,2026-01-07 19:00:00,Milho,2.0,30.6,5.91,81.0,54.4,39.0,1425,8.48,46.8,simulado
316,2026-01-07 19:30:00,Milho,48.7,22.6,6.11,54.3,63.4,10.1,1670,11.0,14.1,simulado
317,2026-01-07 20:00:00,Milho,58.3,27.7,6.29,28.3,69.5,100.0,1905,15.76,7.0,simulado
318,2026-01-07 20:30:00,Milho,34.6,25.1,5.64,71.2,90.3,45.3,1078,9.79,20.7,simulado
319,2026-01-07 21:00:00,Milho,22.1,27.0,6.75,44.5,59.9,100.0,2491,8.77,29.1,simulado
320,2026-01-07 21:30:00,Milho,58.9,31.2,5.72,77.9,81.9,44.6,1177,15.23,6.8,simulado
321,2026-01-07 22:00:00,Milho,69.6,30.5,7.04,6.7,49.3,26.1,2860,11.38,1.7,simulado
322,2026-01-07 22:30:00,Milho,43.3,29.4,6.11,60.5,34.3,47.1,1677,11.06,16.5,simulado
323,2026-01-07 23:00:00,Milho,9.1,27.2,5.39,51.8,32.3,35.0,750,6.89,40.3,simulado
324,2026-01-07 23:30:00,Milho,63.7,28.5,6.62,45.8,0.0,35.2,2326,14.61,3.1,simulado
325,2026-01-08 00:00:00,Milho,21.2,33.7,6.22,37.5,3.8,13.5,1818,7.61,36.3,simulado
326,2026-01-08 00:30:00,Milho,33.5,20.2,6.14,50.0,26.4,50.0,1709,8.59,19.8,simulado
327,2026-01-08 01:00:00,Milho,78.1,29.9,6.6,15.7,100.0,28.7,2298,12.02,0.4,simulado
328,2026-01-08 01:30:00,Milho,2.0,30.7,6.24,81.1,12.5,69.0,1845,8.4,46.6,simulado
329,2026-01-08 02:00:00,Milho,45.9,26.5,5.53,48.6,67.5,32.0,933,11.07,14.4,simulado
330,2026-01-08 02:30:00,Milho,25.9,23.8,6.87,50.6,55.6,71.2,2654,7.41,25.6,simulado
331,2026-01-08 03:00:00,Milho,43.9,25.9,5.28,31.2,86.3,23.1,614,8.59,17.5,simulado
332,2026-01-08 03:30:00,Milho,22.3,28.8,6.46,57.0,37.9,26.6,2129,8.21,31.9,simulado
333,2026-01-08 04:00:00,Milho,79.9,25.0,5.0,32.6,62.1,43.7,249,10.38,2.1,simulado
334,2026-01-08 04:30:00,Milho,63.3,27.3,6.98,88.7,59.5,65.3,2794,15.46,6.4,simulado
335,2026-01-08 05:00:00,Milho,85.0,27.1,7.01,42.8,75.9,41.7,2825,9.46,0.8,simulado
336,2026-01-08 05:30:00,Milho,43.5,24.4,5.13,57.1,60.9,44.1,424,8.93,13.6,simulado
337,2026-01-08 06:00:00,Milho,55.8,28.9,6.52,69.7,100.0,54.9,2201,14.61,9.3,simulado
338,2026-01-08 06:30:00,Milho,85.4,25.8,6.38,0.0,49.5,39.4,2023,11.12,0.0,simulado
339,2026-01-08 07:00:00,Milho,31.7,28.9,7.22,39.3,15.4,70.8,3092,7.29,23.2,simulado
340,2026-01-08 07:30:00,Milho,12.4,28.1,6.39,85.2,75.5,16.6,2029,9.34,38.6,simulado
341,2026-01-08 08:00:00,Milho,100.0,28.0,6.19,7.9,18.9,5.7,1782,6.58,1.0,real
342,2026-01-08 08:30:00,Milho,10.5,32.4,6.19,20.9,20.5,12.6,1781,6.31,41.0,real
343,2026-01-08 09:00:00,Milho,39.9,23.4,7.56,74.4,83.2,27.9,3538,8.89,18.0,simulado
344,2026-01-08 09:30:00,Milho,46.6,31.7,6.05,33.8,90.4,49.0,1597,10.83,17.5,simulado
345,2026-01-08 10:00:00,Milho,3.7,24.7,5.81,56.4,68.5,51.8,1290,8.01,41.8,simulado
346,2026-01-08 10:30:00,Milho,98.9,32.1,5.74,59.6,78.6,40.9,1205,9.63,1.5,simulado
347,2026-01-08 11:00:00,Milho,38.3,24.9,6.14,41.6,100.0,0.0,1710,9.51,20.6,simulado
348,2026-01-08 11:30:00,Milho,82.5,26.8,6.06,58.8,90.6,72.1,1610,11.94,0.0,simulado
349,2026-01-08 12:00:00,Milho,82.0,21.0,6.4,64.7,50.9,48.3,2047,10.79,0.0,simulado
350,2026-01-08 12:30:00,Milho,2.0,32.4,5.85,14.4,43.7,59.4,1339,8.1,50.8,simulado
351,2026-01-08 13:00:00,Milho,46.6,24.0,6.8,59.4,73.4,21.5,2554,11.25,11.0,simulado
352,2026-01-08 13:30:00,Milho,40.0,28.8,6.92,12.8,9.3,17.1,2707,6.9,21.1,real
353,2026-01-08 14:00:00,Milho,64.7,14.3,6.11,21.9,65.4,87.1,1674,14.26,4.3,simulado
354,2026-01-08 14:30:00,Milho,37.5,26.1,6.46,41.3,28.4,58.6,2121,9.85,19.8,simulado
355,2026-01-08 15:00:00,Milho,46.7,15.5,5.94,52.0,8.5,53.7,1460,9.58,9.7,simulado
356,2026-01-08 15:30:00,Milho,5.6,22.0,7.68,43.8,19.7,24.9,3682,4.98,33.5,simulado
357,2026-01-08 16:00:00,Milho,38.2,28.5,6.37,28.7,40.1,61.1,2011,8.47,21.5,simulado
358,2026-01-08 16:30:00,Milho,48.9,18.1,5.91,35.2,44.1,48.9,1420,10.92,9.1,simulado
359,2026-01-08 17:00:00,Milho,83.3,19.0,6.44,47.9,47.8,66.8,2102,10.92,0.0,simulado
360,2026-01-08 17:30:00,Milho,90.4,31.1,7.21,100.0,43.3,50.9,3080,8.86,0.0,simulado
361,2026-01-08 18:00:00,Milho,72.5,25.8,5.74,43.0,22.5,51.1,1204,14.49,1.4,simulado
362,2026-01-08 18:30:00,Milho,26.8,16.7,5.71,81.9,57.2,34.7,1166,7.88,20.6,simulado
363,2026-01-08 19:00:00,Milho,54.2,23.0,7.63,33.9,23.7,32.0,3624,9.79,10.0,simulado
364,2026-01-08 19:30:00,Milho,34.9,23.8,7.71,91.9,68.1,41.9,3724,7.48,19.9,simulado
365,2026-01-08 20:00:00,Milho,40.0,22.1,6.87,7.9,14.8,14.1,2645,7.21,17.3,real
366,2026-01-08 20:30:00,Milho,100.0,19.7,8.21,57.4,45.3,53.6,4095,5.02,0.0,simulado
367,2026-01-08 21:00:00,Milho,48.8,21.7,5.9,47.4,80.1,55.2,1402,11.7,12.6,simulado
368,2026-01-08 21:30:00,Milho,81.1,28.4,4.82,6.0,22.3,45.5,20,8.92,0.0,simulado
369,2026-01-08 22:00:00,Milho,59.8,29.1,5.66,7.6,61.7,40.2,1102,12.33,6.2,simulado
370,2026-01-08 22:30:00,Milho,100.0,23.4,6.51,90.0,55.7,69.0,2191,8.48,0.1,simulado
371,2026-01-08 23:00:00,Milho,33.3,38.7,7.21,80.1,97.7,50.5,3077,7.02,28.0,simulado
372,2026-01-08 23:30:00,Milho,57.2,28.5,6.39,35.4,63.2,12.6,2028,13.66,7.8,simulado
373,2026-01-09 00:00:00,Milho,34.9,29.1,5.71,70.7,44.2,47.7,1159,7.83,24.0,simulado
374,2026-01-09 00:30:00,Milho,97.1,27.9,5.92,78.1,94.1,55.0,1430,11.02,0.0,simulado
375,2026-01-09 01:00:00,Milho,39.2,26.7,6.92,30.5,74.7,100.0,2709,8.06,17.6,simulado
376,2026-01-09 01:30:00,Milho,81.0,23.3,5.84,43.6,87.3,54.6,1336,12.62,0.0,simulado
377,2026-01-09 02:00:00,Milho,39.4,26.5,6.8,85.0,10.2,0.0,2556,9.91,20.6,simulado
378,2026-01-09 02:30:00,Milho,25.9,24.6,6.62,41.3,31.2,45.2,2323,6.57,24.9,simulado
379,2026-01-09 03:00:00,Milho,44.4,28.7,5.69,38.5,84.4,19.7,1140,10.64,16.7,simulado
380,2026-01-09 03:30:00,Milho,61.7,30.2,6.62,42.4,0.0,28.9,2326,13.39,5.6,simulado
381,2026-01-09 04:00:00,Milho,56.6,27.2,5.43,29.1,37.9,65.6,812,12.68,6.7,simulado
382,2026-01-09 04:30:00,Milho,44.9,18.2,6.22,46.7,25.4,87.3,1821,9.48,10.4,simulado
383,2026-01-09 05:00:00,Milho,37.9,23.3,6.51,29.5,26.4,48.3,2187,8.85,18.3,simulado
384,2026-01-09 05:30:00,Milho,40.0,26.2,6.49,15.2,19.3,19.0,2163,8.97,18.6,real
385,2026-01-09 06:00:00,Milho,2.0,23.6,4.94,12.6,98.0,15.5,176,5.25,38.9,simulado
386,2026-01-09 06:30:00,Milho,65.2,36.6,6.28,41.2,43.0,90.2,1894,14.56,4.8,simulado
387,2026-01-09 07:00:00,Milho,59.2,31.6,6.2,23.2,51.9,38.5,1785,13.79,6.2,simulado
388,2026-01-09 07:30:00,Milho,39.9,27.3,7.15,100.0,43.9,45.2,3001,11.02,17.9,simulado
389,2026-01-09 08:00:00,Milho,63.0,29.8,5.55,63.1,100.0,31.5,960,14.44,3.1,simulado
390,2026-01-09 08:30:00,Milho,24.0,31.2,6.06,27.7,53.4,50.4,1612,7.6,30.4,simulado
391,2026-01-09 09:00:00,Milho,24.1,25.4,6.08,62.6,63.4,22.2,1639,9.77,28.1,simulado
392,2026-01-09 09:30:00,Milho,74.5,24.3,6.71,56.8,78.3,0.0,2445,14.15,0.2,simulado
393,2026-01-09 10:00:00,Milho,76.7,23.9,4.73,42.6,51.3,53.0,0,11.24,0.8,simulado
394,2026-01-09 10:30:00,Milho,57.4,29.4,7.65,60.7,66.2,63.1,3650,12.49,10.9,simulado
395,2026-01-09 11:00:00,Milho,100.0,14.1,6.68,38.8,13.6,99.1,2401,7.3,1.5,simulado
396,2026-01-09 11:30:00,Milho,65.3,24.1,5.7,100.0,100.0,24.1,1155,15.93,4.8,simulado
397,2026-01-09 12:00:00,Milho,100.0,34.2,6.02,72.6,28.7,55.3,1567,8.1,1.6,simulado
398,2026-01-09 12:30:00,Milho,33.3,24.6,6.63,53.9,42.6,14.8,2336,8.69,21.4,simulado
399,2026-01-09 13:00:00,Milho,55.8,30.1,6.54,25.8,85.9,73.5,2230,14.19,7.6,simulado
400,2026-01-09 13:30:00,Milho,49.4,33.5,4.67,27.4,74.7,66.8,0,8.88,15.6,simulado
401,2026-01-09 14:00:00,Milho,70.6,23.5,6.68,47.1,62.6,0.0,2406,12.98,0.0,simulado
402,2026-01-09 14:30:00,Milho,54.7,11.4,6.72,56.1,34.5,30.4,2461,10.35,5.7,simulado
403,2026-01-09 15:00:00,Milho,30.5,24.7,6.02,55.7,48.1,55.0,1565,9.77,25.2,simulado
404,2026-01-09 15:30:00,Milho,57.2,29.2,6.1,33.9,62.3,60.3,1662,15.47,7.0,simulado
405,2026-01-09 16:00:00,Milho,15.8,28.4,6.37,74.2,62.7,34.2,2012,8.29,35.9,simulado
406,2026-01-09 16:30:00,Milho,40.0,28.3,7.0,27.0,14.4,20.3,2809,7.9,18.2,real
407,2026-01-09 17:00:00,Milho,40.0,26.4,6.97,16.0,19.4,20.7,2775,9.24,16.5,real
408,2026-01-09 17:30:00,Milho,100.0,22.0,5.68,61.6,45.3,65.5,1126,7.01,0.0,simulado
409,2026-01-09 18:00:00,Milho,29.1,31.5,6.27,60.0,18.7,71.1,1879,8.41,27.8,simulado
410,2026-01-09 18:30:00,Milho,84.2,28.2,6.46,22.3,0.0,61.6,2120,10.56,0.0,simulado
411,2026-01-09 19:00:00,Milho,55.0,20.8,6.52,20.0,0.5,19.7,2202,11.19,7.1,simulado
412,2026-01-09 19:30:00,Milho,46.2,25.9,5.05,80.9,47.3,36.5,315,10.62,12.9,simulado
413,2026-01-09 20:00:00,Milho,73.8,30.0,7.74,80.7,87.5,58.5,3766,13.06,0.0,simulado
414,2026-01-09 20:30:00,Milho,83.4,24.6,5.6,33.2,7.3,48.4,1021,9.87,0.3,simulado
415,2026-01-09 21:00:00,Milho,78.9,23.3,5.45,100.0,62.0,75.3,826,13.56,0.0,simulado
416,2026-01-09 21:30:00,Milho,56.4,39.8,6.85,30.5,22.0,30.7,2623,11.39,11.1,simulado
417,2026-01-09 22:00:00,Milho,10.5,27.1,5.84,15.8,23.0,15.7,1327,7.95,38.6,real
418,2026-01-09 22:30:00,Milho,72.1,18.6,5.5,67.8,57.0,40.2,890,14.32,0.6,simulado
419,2026-01-09 23:00:00,Milho,50.4,32.0,6.33,49.3,39.8,25.2,1957,11.36,14.9,simulado
420,2026-01-09 23:30:00,Milho,79.7,23.1,5.96,21.9,36.7,79.3,1489,11.62,0.7,simulado
421,2026-01-10 00:00:00,Milho,50.3,27.1,4.81,50.9,74.8,55.8,6,10.62,12.3,simulado
422,2026-01-10 00:30:00,Milho,46.0,26.7,5.7,31.6,43.3,15.5,1157,10.78,13.0,simulado
423,2026-01-10 01:00:00,Milho,2.0,30.8,4.62,54.9,71.1,30.2,0,5.63,46.5,simulado
424,2026-01-10 01:30:00,Milho,63.6,33.7,6.05,40.0,50.5,63.7,1598,14.46,3.7,simulado
425,2026-01-10 02:00:00,Milho,69.7,20.5,5.83,55.3,54.2,62.0,1318,15.28,0.0,simulado
426,2026-01-10 02:30:00,Milho,2.0,24.9,6.32,72.6,100.0,33.6,1943,8.85,41.5,simulado
427,2026-01-10 03:00:00,Milho,19.7,26.9,6.54,0.0,20.0,28.1,2222,6.15,32.3,simulado
428,2026-01-10 03:30:00,Milho,34.7,30.5,8.24,71.1,56.2,38.7,4095,6.59,24.2,simulado
429,2026-01-10 04:00:00,Milho,34.3,25.8,6.8,30.8,60.0,42.4,2553,8.14,20.2,simulado
430,2026-01-10 04:30:00,Milho,51.5,19.9,7.23,21.6,36.2,79.3,3106,10.24,9.3,simulado
431,2026-01-10 05:00:00,Milho,10.5,24.9,6.01,20.7,11.9,28.3,1548,6.32,37.7,real
432,2026-01-10 05:30:00,Milho,60.2,16.1,5.82,57.5,82.2,23.0,1301,13.03,3.4,simulado
433,2026-01-10 06:00:00,Milho,64.8,24.1,5.88,69.0,35.0,10.4,1378,16.0,3.4,simulado
434,2026-01-10 06:30:00,Milho,54.0,26.7,6.33,15.9,23.9,18.2,1952,12.67,11.4,real
435,2026-01-10 07:00:00,Milho,18.7,24.5,8.01,24.9,29.3,80.4,4095,4.86,32.1,simulado
436,2026-01-10 07:30:00,Milho,83.8,25.2,5.57,43.6,48.0,27.6,986,11.04,0.5,simulado
437,2026-01-10 08:00:00,Milho,13.7,31.7,5.51,67.1,46.5,51.6,910,7.52,38.5,simulado
438,2026-01-10 08:30:00,Milho,88.2,28.8,5.16,23.6,26.6,86.0,466,8.16,0.8,simulado
439,2026-01-10 09:00:00,Milho,49.4,24.2,5.1,57.5,89.9,39.6,377,11.62,13.7,simulado
440,2026-01-10 09:30:00,Milho,36.3,25.3,5.78,39.0,73.2,30.8,1256,9.21,22.5,simulado
441,2026-01-10 10:00:00,Milho,58.0,28.3,6.64,33.0,73.4,43.7,2355,13.48,9.4,simulado
442,2026-01-10 10:30:00,Milho,17.5,28.3,5.28,42.0,27.6,74.9,610,6.42,34.1,simulado
443,2026-01-10 11:00:00,Milho,64.0,33.7,5.39,86.7,46.3,64.4,759,14.58,4.4,simulado
444,2026-01-10 11:30:00,Milho,53.1,24.2,5.61,44.1,82.6,88.6,1040,13.48,11.1,simulado
445,2026-01-10 12:00:00,Milho,68.0,22.0,5.72,0.7,31.0,44.1,1182,12.53,1.6,simulado
446,2026-01-10 12:30:00,Milho,44.5,27.3,6.69,92.3,69.9,7.0,2420,10.71,16.6,simulado
447,2026-01-10 13:00:00,Milho,62.1,28.5,5.01,76.9,18.7,43.2,262,14.19,5.0,simulado
448,2026-01-10 13:30:00,Milho,82.0,30.6,6.07,59.0,44.6,81.0,1620,12.07,0.8,simulado
449,2026-01-10 14:00:00,Milho,52.4,13.0,6.05,15.2,0.0,0.0,1599,10.15,6.4,simulado
450,2026-01-10 14:30:00,Milho,67.3,26.7,6.21,100.0,19.4,41.4,1798,15.66,0.1,simulado
451,2026-01-10 15:00:00,Milho,73.3,25.1,6.42,63.5,47.6,62.0,2068,14.65,0.0,simulado
452,2026-01-10 15:30:00,Milho,57.1,19.4,6.42,64.9,28.2,79.6,2075,14.14,6.8,simulado
453,2026-01-10 16:00:00,Milho,55.8,30.2,5.83,72.5,69.1,36.1,1320,14.52,10.4,simulado
454,2026-01-10 16:30:00,Milho,55.1,30.2,5.45,48.8,65.3,60.5,830,14.03,10.6,simulado
455,2026-01-10 17:00:00,Milho,2.0,22.9,5.78,60.7,65.0,49.1,1247,8.16,39.5,simulado
456,2026-01-10 17:30:00,Milho,81.3,35.1,5.59,36.5,29.7,26.3,1015,9.49,0.0,simulado
457,2026-01-10 18:00:00,Milho,55.2,31.7,5.34,57.3,92.6,7.9,685,13.42,10.4,simulado
458,2026-01-10 18:30:00,Milho,66.3,25.8,7.1,29.8,42.2,72.1,2942,13.99,2.4,simulado
459,2026-01-10 19:00:00,Milho,47.8,23.7,6.98,39.4,61.2,58.7,2786,10.67,13.8,simulado
460,2026-01-10 19:30:00,Milho,60.7,31.5,7.13,28.6,61.6,28.6,2976,12.25,5.8,simulado
461,2026-01-10 20:00:00,Milho,60.5,26.0,7.4,70.5,14.4,93.0,3329,12.85,2.6,simulado
462,2026-01-10 20:30:00,Milho,66.0,25.1,8.06,29.6,100.0,31.8,4095,12.31,0.7,simulado
463,2026-01-10 21:00:00,Milho,72.7,34.5,6.63,62.5,44.6,90.7,2347,13.8,1.0,simulado
464,2026-01-10 21:30:00,Milho,65.2,29.6,6.68,33.1,44.5,59.5,2402,14.41,1.1,simulado
465,2026-01-10 22:00:00,Milho,12.4,20.6,6.42,66.3,74.4,12.4,2068,7.66,32.9,simulado
466,2026-01-10 22:30:00,Milho,34.9,25.2,5.9,0.0,42.6,13.8,1401,8.2,24.8,simulado
467,2026-01-10 23:00:00,Milho,14.0,19.3,6.3,24.9,37.9,56.8,1924,6.19,28.5,simulado
468,2026-01-10 23:30:00,Milho,70.9,16.1,5.96,94.6,50.7,45.0,1481,13.7,0.0,simulado
469,2026-01-11 00:00:00,Milho,28.2,21.2,5.78,55.2,41.9,4.1,1251,7.46,21.6,simulado
470,2026-01-11 00:30:00,Milho,50.1,23.7,5.07,58.4,54.3,70.0,339,10.43,11.7,simulado
471,2026-01-11 01:00:00,Milho,49.0,27.4,4.98,36.0,55.1,74.8,236,10.55,12.1,simulado
472,2026-01-11 01:30:00,Milho,36.9,26.8,7.5,23.9,22.5,24.9,3457,6.5,20.9,simulado
473,2026-01-11 02:00:00,Milho,72.2,23.8,6.94,35.4,65.3,45.4,2740,13.92,0.6,simulado
474,2026-01-11 02:30:00,Milho,64.9,28.1,5.52,0.0,43.9,65.2,918,13.77,2.6,simulado
475,2026-01-11 03:00:00,Milho,45.9,30.3,6.69,59.9,32.9,62.7,2416,11.56,17.0,simulado
476,2026-01-11 03:30:00,Milho,33.8,22.5,6.56,0.0,31.2,86.4,2249,8.99,19.7,simulado
477,2026-01-11 04:00:00,Milho,48.2,29.1,5.29,36.0,71.7,51.6,621,10.49,12.4,simulado
478,2026-01-11 04:30:00,Milho,22.9,28.5,6.36,51.7,91.1,54.5,1990,8.84,28.3,simulado
479,2026-01-11 05:00:00,Milho,62.4,21.3,6.31,0.0,4.5,98.9,1926,13.47,3.2,simulado
480,2026-01-11 05:30:00,Milho,48.2,28.9,6.97,80.7,26.5,51.9,2781,12.28,15.3,simulado
